First_Name,Last_Name,Email,Customer_ID,Senior_Citizen,Tenure_Month,Phone_Service,Internet_Service,Contract_Type,Payment_Method,Monthly_Charges,Total_Charges,Churn_Status
Verilink,1891-QRQSA,1891-qrqsa@verilink-test.com,1891-QRQSA,1,64,Yes,Fiber optic,Two year,Bank transfer (automatic),111.6,7099,No
Verilink,8028-PNXHQ,8028-pnxhq@verilink-test.com,8028-PNXHQ,0,62,Yes,No,Two year,Bank transfer (automatic),24.25,1424.6,No
Verilink,5630-AHZIL,5630-ahzil@verilink-test.com,5630-AHZIL,0,3,Yes,DSL,Month-to-month,Bank transfer (automatic),64.5,177.4,No
Verilink,2673-CXQEU,2673-cxqeu@verilink-test.com,2673-CXQEU,1,56,Yes,Fiber optic,One year,Electronic check,110.5,6139.5,No
Verilink,6416-JNVRK,6416-jnvrk@verilink-test.com,6416-JNVRK,0,46,Yes,DSL,One year,Credit card (automatic),55.65,2688.85,No
Verilink,5590-ZSKRV,5590-zskrv@verilink-test.com,5590-ZSKRV,0,8,Yes,DSL,Month-to-month,Mailed check,54.65,482.25,No
Verilink,0191-ZHSKZ,0191-zhskz@verilink-test.com,0191-ZHSKZ,1,30,Yes,DSL,Month-to-month,Electronic check,74.75,2111.3,No
Verilink,3887-PBQAO,3887-pbqao@verilink-test.com,3887-PBQAO,0,45,Yes,No,One year,Credit card (automatic),25.9,1216.6,No
Verilink,5919-TMRGD,5919-tmrgd@verilink-test.com,5919-TMRGD,0,1,Yes,Fiber optic,Month-to-month,Electronic check,79.35,79.35,Yes
Verilink,8108-UXRQN,8108-uxrqn@verilink-test.com,8108-UXRQN,0,11,No,DSL,Month-to-month,Electronic check,50.55,565.35,No
Verilink,9191-MYQKX,9191-myqkx@verilink-test.com,9191-MYQKX,0,7,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),75.15,496.9,Yes
Verilink,9919-YLNNG,9919-ylnng@verilink-test.com,9919-YLNNG,0,42,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),103.8,4327.5,No
Verilink,0318-ZOPWS,0318-zopws@verilink-test.com,0318-ZOPWS,0,49,Yes,No,Two year,Bank transfer (automatic),20.15,973.35,No
Verilink,4445-ZJNMU,4445-zjnmu@verilink-test.com,4445-ZJNMU,0,9,Yes,Fiber optic,Month-to-month,Credit card (automatic),99.3,918.75,No
Verilink,4808-YNLEU,4808-ynleu@verilink-test.com,4808-YNLEU,0,35,Yes,DSL,One year,Bank transfer (automatic),62.15,2215.45,No
Verilink,1862-QRWPE,1862-qrwpe@verilink-test.com,1862-QRWPE,0,48,Yes,No,Two year,Bank transfer (automatic),20.65,1057,No
Verilink,2796-NNUFI,2796-nnufi@verilink-test.com,2796-NNUFI,0,46,Yes,No,Two year,Mailed check,19.95,927.1,No
Verilink,3016-KSVCP,3016-ksvcp@verilink-test.com,3016-KSVCP,0,29,No,DSL,Month-to-month,Mailed check,33.75,1009.25,No
Verilink,4767-HZZHQ,4767-hzzhq@verilink-test.com,4767-HZZHQ,0,30,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),82.05,2570.2,No
Verilink,2424-WVHPL,2424-wvhpl@verilink-test.com,2424-WVHPL,1,1,Yes,Fiber optic,Month-to-month,Electronic check,74.7,74.7,No
Verilink,7233-PAHHL,7233-pahhl@verilink-test.com,7233-PAHHL,0,66,Yes,DSL,Two year,Mailed check,84,5714.25,No
Verilink,6067-NGCEU,6067-ngceu@verilink-test.com,6067-NGCEU,0,65,Yes,Fiber optic,Month-to-month,Credit card (automatic),111.05,7107,No
Verilink,9848-JQJTX,9848-jqjtx@verilink-test.com,9848-JQJTX,0,72,Yes,Fiber optic,Two year,Bank transfer (automatic),100.9,7459.05,No
Verilink,8637-XJIVR,8637-xjivr@verilink-test.com,8637-XJIVR,0,12,Yes,Fiber optic,Month-to-month,Electronic check,78.95,927.35,Yes
Verilink,9803-FTJCG,9803-ftjcg@verilink-test.com,9803-FTJCG,0,71,Yes,DSL,One year,Credit card (automatic),66.85,4748.7,No
Verilink,0278-YXOOG,0278-yxoog@verilink-test.com,0278-YXOOG,0,5,Yes,No,Month-to-month,Mailed check,21.05,113.85,Yes
Verilink,3212-KXOCR,3212-kxocr@verilink-test.com,3212-KXOCR,0,52,Yes,No,Two year,Bank transfer (automatic),21,1107.2,No
Verilink,4598-XLKNJ,4598-xlknj@verilink-test.com,4598-XLKNJ,1,25,Yes,Fiber optic,Month-to-month,Electronic check,98.5,2514.5,Yes
Verilink,6380-ARCEH,6380-arceh@verilink-test.com,6380-ARCEH,0,1,Yes,No,Month-to-month,Mailed check,20.2,20.2,No
Verilink,3679-XASPY,3679-xaspy@verilink-test.com,3679-XASPY,0,1,Yes,No,Month-to-month,Electronic check,19.45,19.45,No
Verilink,7123-WQUHX,7123-wquhx@verilink-test.com,7123-WQUHX,0,38,Yes,Fiber optic,One year,Bank transfer (automatic),95,3605.6,No
Verilink,5386-THSLQ,5386-thslq@verilink-test.com,5386-THSLQ,1,66,No,DSL,One year,Bank transfer (automatic),45.55,3027.25,No
Verilink,3192-NQECA,3192-nqeca@verilink-test.com,3192-NQECA,0,68,Yes,Fiber optic,Two year,Bank transfer (automatic),110,7611.85,Yes
Verilink,6180-YBIQI,6180-ybiqi@verilink-test.com,6180-YBIQI,0,5,No,DSL,Month-to-month,Mailed check,24.3,100.2,No
Verilink,6728-DKUCO,6728-dkuco@verilink-test.com,6728-DKUCO,0,72,Yes,Fiber optic,One year,Electronic check,104.15,7303.05,No
Verilink,9750-BOOHV,9750-boohv@verilink-test.com,9750-BOOHV,0,32,No,DSL,One year,Mailed check,30.15,927.65,No
Verilink,8597-CWYHH,8597-cwyhh@verilink-test.com,8597-CWYHH,0,43,Yes,Fiber optic,One year,Mailed check,94.35,3921.3,No
Verilink,2848-YXSMW,2848-yxsmw@verilink-test.com,2848-YXSMW,0,72,Yes,No,Two year,Credit card (automatic),19.4,1363.25,No
Verilink,0486-HECZI,0486-heczi@verilink-test.com,0486-HECZI,0,55,Yes,Fiber optic,Month-to-month,Electronic check,96.75,5238.9,Yes
Verilink,4549-ZDQYY,4549-zdqyy@verilink-test.com,4549-ZDQYY,0,52,Yes,DSL,One year,Credit card (automatic),57.95,3042.25,No
Verilink,5712-AHQNN,5712-ahqnn@verilink-test.com,5712-AHQNN,0,43,Yes,Fiber optic,Month-to-month,Electronic check,91.65,3954.1,No
Verilink,4846-WHAFZ,4846-whafz@verilink-test.com,4846-WHAFZ,1,37,Yes,Fiber optic,Month-to-month,Electronic check,76.5,2868.15,Yes
Verilink,5256-SKJGO,5256-skjgo@verilink-test.com,5256-SKJGO,0,64,No,DSL,Two year,Electronic check,54.6,3423.5,No
Verilink,3071-VBYPO,3071-vbypo@verilink-test.com,3071-VBYPO,0,3,Yes,Fiber optic,Month-to-month,Electronic check,89.85,248.4,No
Verilink,9560-BBZXK,9560-bbzxk@verilink-test.com,9560-BBZXK,0,36,No,DSL,Two year,Bank transfer (automatic),31.05,1126.35,No
Verilink,5299-RULOA,5299-ruloa@verilink-test.com,5299-RULOA,0,10,Yes,Fiber optic,Month-to-month,Electronic check,100.25,1064.65,Yes
Verilink,8402-OOOHJ,8402-ooohj@verilink-test.com,8402-OOOHJ,0,41,Yes,No,Two year,Mailed check,20.65,835.15,No
Verilink,9445-ZUEQE,9445-zueqe@verilink-test.com,9445-ZUEQE,0,27,Yes,Fiber optic,Month-to-month,Credit card (automatic),85.2,2151.6,No
Verilink,1091-SOZGA,1091-sozga@verilink-test.com,1091-SOZGA,0,56,Yes,Fiber optic,One year,Credit card (automatic),99.8,5515.45,No
Verilink,2928-HLDBA,2928-hldba@verilink-test.com,2928-HLDBA,0,6,Yes,No,Month-to-month,Mailed check,20.7,112.75,No
Verilink,0404-SWRVG,0404-swrvg@verilink-test.com,0404-SWRVG,0,3,Yes,Fiber optic,Month-to-month,Electronic check,74.4,229.55,Yes
Verilink,6497-TILVL,6497-tilvl@verilink-test.com,6497-TILVL,0,7,Yes,DSL,Month-to-month,Mailed check,50.7,350.35,No
Verilink,7219-TLZHO,7219-tlzho@verilink-test.com,7219-TLZHO,0,4,Yes,No,Month-to-month,Mailed check,20.85,62.9,No
Verilink,4622-YNKIJ,4622-ynkij@verilink-test.com,4622-YNKIJ,0,33,Yes,Fiber optic,Two year,Electronic check,88.95,3027.65,No
Verilink,4412-YLTKF,4412-yltkf@verilink-test.com,4412-YLTKF,1,27,Yes,Fiber optic,Month-to-month,Electronic check,78.05,2135.5,Yes
Verilink,6734-PSBAW,6734-psbaw@verilink-test.com,6734-PSBAW,0,72,Yes,No,Two year,Bank transfer (automatic),23.55,1723.95,No
Verilink,3930-ZGWVE,3930-zgwve@verilink-test.com,3930-ZGWVE,0,1,Yes,No,Month-to-month,Mailed check,19.75,19.75,No
Verilink,2639-UGMAZ,2639-ugmaz@verilink-test.com,2639-UGMAZ,1,71,No,DSL,One year,Electronic check,56.45,3985.35,No
Verilink,2876-GZYZC,2876-gzyzc@verilink-test.com,2876-GZYZC,0,13,Yes,Fiber optic,Month-to-month,Electronic check,85.95,1215.65,No
Verilink,6207-WIOLX,6207-wiolx@verilink-test.com,6207-WIOLX,0,25,No,DSL,Month-to-month,Credit card (automatic),58.6,1502.65,Yes
Verilink,8587-XYZSF,8587-xyzsf@verilink-test.com,8587-XYZSF,0,67,Yes,DSL,Two year,Bank transfer (automatic),50.55,3260.1,No
Verilink,3091-FYHKI,3091-fyhki@verilink-test.com,3091-FYHKI,0,1,No,DSL,Month-to-month,Electronic check,35.45,35.45,Yes
Verilink,2372-HWUHI,2372-hwuhi@verilink-test.com,2372-HWUHI,0,2,Yes,DSL,Month-to-month,Electronic check,44.35,81.25,Yes
Verilink,7799-LGRDP,7799-lgrdp@verilink-test.com,7799-LGRDP,0,43,Yes,No,Two year,Credit card (automatic),25.7,1188.2,No
Verilink,7850-VWJUU,7850-vwjuu@verilink-test.com,7850-VWJUU,0,23,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),75,1778.5,No
Verilink,3774-VBNXY,3774-vbnxy@verilink-test.com,3774-VBNXY,0,64,Yes,No,Two year,Mailed check,20.2,1277.75,No
Verilink,6217-KDYWC,6217-kdywc@verilink-test.com,6217-KDYWC,0,57,Yes,No,Two year,Mailed check,19.6,1170.55,No
Verilink,0390-DCFDQ,0390-dcfdq@verilink-test.com,0390-DCFDQ,1,1,Yes,Fiber optic,Month-to-month,Mailed check,70.45,70.45,Yes
Verilink,3146-MSEGF,3146-msegf@verilink-test.com,3146-MSEGF,1,72,Yes,DSL,Two year,Credit card (automatic),88.05,6425.65,No
Verilink,4080-OGPJL,4080-ogpjl@verilink-test.com,4080-OGPJL,0,8,Yes,DSL,Month-to-month,Electronic check,71.15,563.65,Yes
Verilink,1095-WGNGG,1095-wgngg@verilink-test.com,1095-WGNGG,0,61,Yes,Fiber optic,Two year,Bank transfer (automatic),101.05,5971.25,No
Verilink,2636-SJDOU,2636-sjdou@verilink-test.com,2636-SJDOU,0,64,Yes,Fiber optic,One year,Credit card (automatic),84.3,5289.05,No
Verilink,1131-QQZEB,1131-qqzeb@verilink-test.com,1131-QQZEB,1,71,Yes,No,Two year,Bank transfer (automatic),23.95,1756.2,No
Verilink,5716-EZXZN,5716-ezxzn@verilink-test.com,5716-EZXZN,0,65,Yes,Fiber optic,Two year,Credit card (automatic),99.05,6416.7,No
Verilink,6837-BJYDQ,6837-bjydq@verilink-test.com,6837-BJYDQ,0,3,Yes,No,One year,Mailed check,19.6,61.35,No
Verilink,2135-RXIHG,2135-rxihg@verilink-test.com,2135-RXIHG,0,1,Yes,DSL,Month-to-month,Electronic check,45.65,45.65,Yes
Verilink,6440-DKQGE,6440-dkqge@verilink-test.com,6440-DKQGE,0,30,Yes,DSL,One year,Credit card (automatic),64.5,1929.95,No
Verilink,3466-BYAVD,3466-byavd@verilink-test.com,3466-BYAVD,0,15,Yes,DSL,Month-to-month,Mailed check,69.5,1071.4,No
Verilink,3780-YVMFA,3780-yvmfa@verilink-test.com,3780-YVMFA,0,8,Yes,DSL,Month-to-month,Electronic check,68.55,564.35,No
Verilink,3874-EQOEP,3874-eqoep@verilink-test.com,3874-EQOEP,0,7,Yes,Fiber optic,Month-to-month,Mailed check,95,655.5,Yes
Verilink,1679-JRFBR,1679-jrfbr@verilink-test.com,1679-JRFBR,0,70,Yes,Fiber optic,One year,Credit card (automatic),108.15,7930.55,No
Verilink,9073-ZZIAY,9073-zziay@verilink-test.com,9073-ZZIAY,0,62,Yes,DSL,Two year,Electronic check,86.1,5215.25,No
Verilink,3077-RSNTJ,3077-rsntj@verilink-test.com,3077-RSNTJ,0,6,Yes,No,Month-to-month,Mailed check,19.7,113.5,No
Verilink,6551-GNYDG,6551-gnydg@verilink-test.com,6551-GNYDG,0,14,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),80.9,1152.8,No
Verilink,9167-APMXZ,9167-apmxz@verilink-test.com,9167-APMXZ,0,22,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),84.15,1821.95,No
Verilink,2749-CTKAJ,2749-ctkaj@verilink-test.com,2749-CTKAJ,0,22,Yes,No,One year,Mailed check,20.15,419.9,No
Verilink,6371-NZYEG,6371-nzyeg@verilink-test.com,6371-NZYEG,0,16,Yes,DSL,Two year,Mailed check,64.25,1024,No
Verilink,7554-NEWDD,7554-newdd@verilink-test.com,7554-NEWDD,0,10,Yes,No,Two year,Bank transfer (automatic),25.7,251.6,No
Verilink,8992-VONJD,8992-vonjd@verilink-test.com,8992-VONJD,0,13,Yes,DSL,Month-to-month,Electronic check,56,764.55,No
Verilink,0867-MKZVY,0867-mkzvy@verilink-test.com,0867-MKZVY,0,20,Yes,Fiber optic,Month-to-month,Electronic check,82.4,1592.35,Yes
Verilink,4482-EWFMI,4482-ewfmi@verilink-test.com,4482-EWFMI,0,2,Yes,Fiber optic,Month-to-month,Electronic check,69.7,135.2,No
Verilink,4648-YPBTM,4648-ypbtm@verilink-test.com,4648-YPBTM,0,53,Yes,DSL,Two year,Bank transfer (automatic),73.9,3958.25,No
Verilink,2907-ILJBN,2907-iljbn@verilink-test.com,2907-ILJBN,0,11,Yes,No,One year,Mailed check,20.6,233.9,No
Verilink,6345-FZOQH,6345-fzoqh@verilink-test.com,6345-FZOQH,0,69,Yes,No,Two year,Mailed check,19.9,1363.45,No
Verilink,3376-BMGFE,3376-bmgfe@verilink-test.com,3376-BMGFE,0,4,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),70.9,273,Yes
Verilink,5997-OPVFA,5997-opvfa@verilink-test.com,5997-OPVFA,0,72,Yes,DSL,Two year,Bank transfer (automatic),89.05,6254.45,No
Verilink,3445-HXXGF,3445-hxxgf@verilink-test.com,3445-HXXGF,1,58,No,DSL,Month-to-month,Electronic check,45.3,2651.2,Yes
Verilink,1159-WFSGR,1159-wfsgr@verilink-test.com,1159-WFSGR,0,16,Yes,No,Month-to-month,Electronic check,20.4,321.4,No
Verilink,7654-YWJUF,7654-ywjuf@verilink-test.com,7654-YWJUF,0,43,Yes,Fiber optic,One year,Bank transfer (automatic),84.25,3539.25,No
Verilink,1875-QIVME,1875-qivme@verilink-test.com,1875-QIVME,0,2,Yes,Fiber optic,Month-to-month,Electronic check,104.4,242.8,Yes
Verilink,6727-IOTLZ,6727-iotlz@verilink-test.com,6727-IOTLZ,0,14,Yes,DSL,Two year,Mailed check,81.95,1181.75,No
Verilink,0691-JVSYA,0691-jvsya@verilink-test.com,0691-JVSYA,0,53,Yes,Fiber optic,One year,Bank transfer (automatic),94.85,5000.2,Yes
Verilink,5918-VUKWP,5918-vukwp@verilink-test.com,5918-VUKWP,0,32,Yes,No,One year,Bank transfer (automatic),20.55,654.55,No
Verilink,1744-JHKYS,1744-jhkys@verilink-test.com,1744-JHKYS,0,34,Yes,No,Month-to-month,Electronic check,24.7,780.2,No
Verilink,2656-FMOKZ,2656-fmokz@verilink-test.com,2656-FMOKZ,1,15,Yes,Fiber optic,Month-to-month,Mailed check,74.45,1145.7,Yes
Verilink,2070-FNEXE,2070-fnexe@verilink-test.com,2070-FNEXE,1,7,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),76.45,503.6,Yes
Verilink,5947-SGKCL,5947-sgkcl@verilink-test.com,5947-SGKCL,0,15,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),105.35,1559.25,No
Verilink,3712-PKXZA,3712-pkxza@verilink-test.com,3712-PKXZA,0,61,Yes,No,One year,Credit card (automatic),20.55,1252,No
Verilink,6317-YPKDH,6317-ypkdh@verilink-test.com,6317-YPKDH,0,1,No,DSL,Month-to-month,Bank transfer (automatic),29.95,29.95,Yes
